Year,Section,Team,Rank,Points,Season_Progress,Urgency_Score
2022,11,サンフレッチェ広島,10,14,0.2894736842105263,0.007617728531855957
2022,11,北海道コンサドーレ札幌,11,14,0.2894736842105263,0.007617728531855957
2022,11,清水エスパルス,12,12,0.2894736842105263,0.009310557094490612
2022,11,ガンバ大阪,13,11,0.2894736842105263,0.01047437673130194
2022,11,名古屋グランパス,14,11,0.2894736842105263,0.01047437673130194
2022,11,ジュビロ磐田,15,11,0.2894736842105263,0.01047437673130194
2022,11,浦和レッズ,16,10,0.2894736842105263,0.011970716264345073
2022,11,湘南ベルマーレ,17,6,0.2894736842105263,0.027931671283471838
2022,11,ヴィッセル神戸,18,4,0.2894736842105263,0.08379501385041552
2022,12,鹿島アントラーズ,1,25,0.3157894736842105,0.09972299168975068
2022,12,川崎フロンターレ,2,23,0.3157894736842105,0.03324099722991689
2022,12,横浜Ｆ・マリノス,3,21,0.3157894736842105,0.019944598337950138
2022,12,柏レイソル,4,20,0.3157894736842105,0.016620498614958446
2022,12,サガン鳥栖,5,19,0.3157894736842105,0.014246141669964383
2022,12,ＦＣ東京,6,18,0.3157894736842105,0.012465373961218836
2022,12,サンフレッチェ広島,7,17,0.3157894736842105,0.011080332409972297
2022,12,セレッソ大阪,8,17,0.3157894736842105,0.011080332409972297
2022,12,北海道コンサドーレ札幌,9,17,0.3157894736842105,0.011080332409972297
2022,12,京都サンガF.C.,10,16,0.3157894736842105,0.009972299168975069
2022,12,アビスパ福岡,11,15,0.3157894736842105,0.009065726517250062
2022,12,ガンバ大阪,12,14,0.3157894736842105,0.009065726517250062
2022,12,清水エスパルス,13,12,0.3157894736842105,0.011080332409972297
2022,12,浦和レッズ,14,11,0.3157894736842105,0.012465373961218836
2022,12,名古屋グランパス,15,11,0.3157894736842105,0.012465373961218836
2022,12,ジュビロ磐田,16,11,0.3157894736842105,0.012465373961218836
2022,12,湘南ベルマーレ,17,7,0.3157894736842105,0.02493074792243767
2022,12,ヴィッセル神戸,18,4,0.3157894736842105,0.09972299168975068
2022,13,鹿島アントラーズ,1,28,0.34210526315789475,0.11703601108033242
2022,13,川崎フロンターレ,2,26,0.34210526315789475,0.03901200369344414
2022,13,横浜Ｆ・マリノス,3,24,0.34210526315789475,0.023407202216066486
2022,13,柏レイソル,4,20,0.34210526315789475,0.013004001231148046
2022,13,サガン鳥栖,5,19,0.34210526315789475,0.011703601108033243
2022,13,サンフレッチェ広島,6,18,0.34210526315789475,0.010639637370939311
2022,13,ＦＣ東京,7,18,0.34210526315789475,0.010639637370939311
2022,13,セレッソ大阪,8,17,0.34210526315789475,0.010639637370939311
2022,13,京都サンガF.C.,9,17,0.34210526315789475,0.010639637370939311
2022,13,ガンバ大阪,10,17,0.34210526315789475,0.010639637370939311
2022,13,北海道コンサドーレ札幌,11,17,0.34210526315789475,0.010639637370939311
2022,13,アビスパ福岡,12,15,0.34210526315789475,0.013004001231148046
2022,13,名古屋グランパス,13,14,0.34210526315789475,0.014629501385041552
2022,13,ジュビロ磐田,14,14,0.34210526315789475,0.014629501385041552
2022,13,清水エスパルス,15,13,0.34210526315789475,0.016719430154333203
2022,13,浦和レッズ,16,12,0.34210526315789475,0.01950600184672207
2022,13,ヴィッセル神戸,17,7,0.34210526315789475,0.11703601108033242
2022,13,湘南ベルマーレ,18,7,0.34210526315789475,0.11703601108033242
2022,14,川崎フロンターレ,1,30,0.3684210526315789,0.13573407202216065
2022,14,鹿島アントラーズ,2,29,0.3684210526315789,0.06786703601108032
2022,14,横浜Ｆ・マリノス,3,25,0.3684210526315789,0.022622345337026773
2022,14,サンフレッチェ広島,4,21,0.3684210526315789,0.013573407202216066
2022,14,柏レイソル,5,21,0.3684210526315789,0.013573407202216066
2022,14,サガン鳥栖,6,20,0.3684210526315789,0.012339461092923696
2022,14,セレッソ大阪,7,20,0.3684210526315789,0.012339461092923696
2022,14,北海道コンサドーレ札幌,8,20,0.3684210526315789,0.012339461092923696
2022,14,ＦＣ東京,9,19,0.3684210526315789,0.011311172668513387
2022,14,アビスパ福岡,10,18,0.3684210526315789,0.011311172668513387
2022,14,京都サンガF.C.,11,17,0.3684210526315789,0.012339461092923696
2022,14,ガンバ大阪,12,17,0.3684210526315789,0.012339461092923696
2022,14,名古屋グランパス,13,17,0.3684210526315789,0.012339461092923696
2022,14,浦和レッズ,14,14,0.3684210526315789,0.01696675900277008
2022,14,ジュビロ磐田,15,14,0.3684210526315789,0.01696675900277008
2022,14,清水エスパルス,16,13,0.3684210526315789,0.01939058171745152
2022,14,湘南ベルマーレ,17,10,0.3684210526315789,0.03393351800554016
2022,14,ヴィッセル神戸,18,7,0.3684210526315789,0.13573407202216065
2022,15,鹿島アントラーズ,1,30,0.39473684210526316,0.15581717451523547
2022,15,川崎フロンターレ,2,30,0.39473684210526316,0.15581717451523547
2022,15,横浜Ｆ・マリノス,3,28,0.39473684210526316,0.051939058171745156
2022,15,柏レイソル,4,24,0.39473684210526316,0.02225959635931935
2022,15,セレッソ大阪,5,23,0.39473684210526316,0.019477146814404434
2022,15,ＦＣ東京,6,22,0.39473684210526316,0.01731301939058172
2022,15,サンフレッチェ広島,7,21,0.39473684210526316,0.015581717451523548
2022,15,サガン鳥栖,8,21,0.39473684210526316,0.015581717451523548
2022,15,名古屋グランパス,9,20,0.39473684210526316,0.014165197683203224
2022,15,北海道コンサドーレ札幌,10,20,0.39473684210526316,0.014165197683203224
2022,15,アビスパ福岡,11,18,0.39473684210526316,0.014165197683203224
2022,15,ガンバ大阪,12,17,0.39473684210526316,0.015581717451523548
2022,15,京都サンガF.C.,13,17,0.39473684210526316,0.015581717451523548
2022,15,ジュビロ磐田,14,15,0.39473684210526316,0.019477146814404434
2022,15,浦和レッズ,15,14,0.39473684210526316,0.02225959635931935
2022,15,清水エスパルス,16,13,0.39473684210526316,0.025969529085872578
2022,15,湘南ベルマーレ,17,13,0.39473684210526316,0.025969529085872578
2022,15,ヴィッセル神戸,18,8,0.39473684210526316,0.15581717451523547
2022,16,横浜Ｆ・マリノス,1,31,0.42105263157894735,0.17728531855955676
2022,16,鹿島アントラーズ,2,30,0.42105263157894735,0.08864265927977838
2022,16,川崎フロンターレ,3,30,0.42105263157894735,0.08864265927977838
2022,16,柏レイソル,4,27,0.42105263157894735,0.03545706371191135
2022,16,セレッソ大阪,5,26,0.42105263157894735,0.02954755309325946
2022,16,ＦＣ東京,6,25,0.42105263157894735,0.025326474079936677
2022,16,サンフレッチェ広島,7,24,0.42105263157894735,0.022160664819944595
2022,16,サガン鳥栖,8,24,0.42105263157894735,0.022160664819944595
2022,16,京都サンガF.C.,9,20,0.42105263157894735,0.017728531855955677
2022,16,名古屋グランパス,10,20,0.42105263157894735,0.017728531855955677
2022,16,北海道コンサドーレ札幌,11,20,0.42105263157894735,0.017728531855955677
2022,16,アビスパ福岡,12,19,0.42105263157894735,0.01969836872883964
2022,16,ガンバ大阪,13,17,0.42105263157894735,0.025326474079936677
2022,16,浦和レッズ,14,15,0.42105263157894735,0.03545706371191135
2022,16,ジュビロ磐田,15,15,0.42105263157894735,0.03545706371191135
2022,16,清水エスパルス,16,13,0.42105263157894735,0.05909510618651892
2022,16,湘南ベルマーレ,17,13,0.42105263157894735,0.05909510618651892
2022,16,ヴィッセル神戸,18,11,0.42105263157894735,0.17728531855955676
2022,17,横浜Ｆ・マリノス,1,34,0.4473684210526316,0.20013850415512466
2022,17,鹿島アントラーズ,2,33,0.4473684210526316,0.10006925207756233
2022,17,川崎フロンターレ,3,33,0.4473684210526316,0.10006925207756233
2022,17,柏レイソル,4,30,0.4473684210526316,0.040027700831024936
2022,17,サンフレッチェ広島,5,27,0.4473684210526316,0.025017313019390582
2022,17,セレッソ大阪,6,26,0.4473684210526316,0.022237611572791628
2022,17,ＦＣ東京,7,25,0.4473684210526316,0.020013850415512468
2022,17,サガン鳥栖,8,24,0.4473684210526316,0.018194409468647695
2022,17,京都サンガF.C.,9,20,0.4473684210526316,0.020013850415512468
2022,17,名古屋グランパス,10,20,0.4473684210526316,0.020013850415512468
2022,17,北海道コンサドーレ札幌,11,20,0.4473684210526316,0.020013850415512468
2022,17,アビスパ福岡,12,19,0.4473684210526316,0.022237611572791628
2022,17,浦和レッズ,13,18,0.4473684210526316,0.025017313019390582
2022,17,ジュビロ磐田,14,18,0.4473684210526316,0.025017313019390582
2022,17,ガンバ大阪,15,17,0.4473684210526316,0.028591214879303523
2022,17,清水エスパルス,16,16,0.4473684210526316,0.03335641735918744
2022,17,湘南ベルマーレ,17,16,0.4473684210526316,0.03335641735918744
2022,17,ヴィッセル神戸,18,11,0.4473684210526316,0.20013850415512466
2022,18,横浜Ｆ・マリノス,1,37,0.47368421052631576,0.22437673130193903
2022,18,鹿島アントラーズ,2,34,0.47368421052631576,0.056094182825484756
2022,18,川崎フロンターレ,3,34,0.47368421052631576,0.056094182825484756
2022,18,サンフレッチェ広島,4,30,0.47368421052631576,0.028047091412742378
2022,18,柏レイソル,5,30,0.47368421052631576,0.028047091412742378
2022,18,サガン鳥栖,6,27,0.47368421052631576,0.02039788466381264
2022,18,セレッソ大阪,7,27,0.47368421052631576,0.02039788466381264
2022,18,ＦＣ東京,8,25,0.47368421052631576,0.01725974856168762
2022,18,北海道コンサドーレ札幌,9,23,0.47368421052631576,0.01725974856168762
2022,18,浦和レッズ,10,21,0.47368421052631576,0.02039788466381264
2022,18,名古屋グランパス,11,21,0.47368421052631576,0.02039788466381264
2022,18,京都サンガF.C.,12,20,0.47368421052631576,0.022437673130193903
2022,18,アビスパ福岡,13,19,0.47368421052631576,0.024930747922437668
2022,18,ジュビロ磐田,14,19,0.47368421052631576,0.024930747922437668
2022,18,湘南ベルマーレ,15,19,0.47368421052631576,0.024930747922437668
2022,18,ガンバ大阪,16,17,0.47368421052631576,0.03205381875741986
2022,18,清水エスパルス,17,17,0.47368421052631576,0.03205381875741986
2022,18,ヴィッセル神戸,18,11,0.47368421052631576,0.22437673130193903
2022,19,横浜Ｆ・マリノス,1,40,0.5,0.25
2022,19,鹿島アントラーズ,2,37,0.5,0.0625
2022,19,川崎フロンターレ,3,34,0.5,0.03571428571428571
2022,19,サンフレッチェ広島,4,33,0.5,0.03125
2022,19,セレッソ大阪,5,30,0.5,0.022727272727272728
2022,19,柏レイソル,6,30,0.5,0.022727272727272728
2022,19,サガン鳥栖,7,27,0.5,0.017857142857142856
2022,19,ＦＣ東京,8,26,0.5,0.019230769230769232
2022,19,京都サンガF.C.,9,23,0.5,0.025
2022,19,北海道コンサドーレ札幌,10,23,0.5,0.025
2022,19,浦和レッズ,11,22,0.5,0.027777777777777776
2022,19,名古屋グランパス,12,22,0.5,0.027777777777777776
2022,19,ガンバ大阪,13,21,0.5,0.03125
2022,19,アビスパ福岡,14,20,0.5,0.03571428571428571
2022,19,湘南ベルマーレ,15,20,0.5,0.03571428571428571
2022,19,ジュビロ磐田,16,19,0.5,0.041666666666666664
2022,19,清水エスパルス,17,17,0.5,0.0625
2022,19,ヴィッセル神戸,18,14,0.5,0.25
2022,20,横浜Ｆ・マリノス,1,43,0.5263157894736842,0.27700831024930744
2022,20,鹿島アントラーズ,2,38,0.5263157894736842,0.0461680517082179
2022,20,川崎フロンターレ,3,34,0.5263157894736842,0.027700831024930747
2022,20,サンフレッチェ広島,4,33,0.5263157894736842,0.02518257365902795
2022,20,セレッソ大阪,5,31,0.5263157894736842,0.021308331557639035
2022,20,柏レイソル,6,30,0.5263157894736842,0.01978630787495053
2022,20,ＦＣ東京,7,29,0.5263157894736842,0.021308331557639035
2022,20,サガン鳥栖,8,27,0.5263157894736842,0.02518257365902795
2022,20,名古屋グランパス,9,25,0.5263157894736842,0.030778701138811936
2022,20,京都サンガF.C.,10,24,0.5263157894736842,0.03462603878116343
2022,20,浦和レッズ,11,23,0.5263157894736842,0.03957261574990106
2022,20,アビスパ福岡,12,23,0.5263157894736842,0.03957261574990106
2022,20,湘南ベルマーレ,13,23,0.5263157894736842,0.03957261574990106
2022,20,北海道コンサドーレ札幌,14,23,0.5263157894736842,0.03957261574990106
2022,20,ガンバ大阪,15,21,0.5263157894736842,0.055401662049861494
2022,20,ジュビロ磐田,16,19,0.5263157894736842,0.0923361034164358
2022,20,ヴィッセル神戸,17,17,0.5263157894736842,0.27700831024930744
2022,20,清水エスパルス,18,17,0.5263157894736842,0.27700831024930744
2022,21,横浜Ｆ・マリノス,1,44,0.5526315789473685,0.3054016620498616
2022,21,鹿島アントラーズ,2,39,0.5526315789473685,0.05090027700831026
2022,21,川崎フロンターレ,3,37,0.5526315789473685,0.0381752077562327
2022,21,サンフレッチェ広島,4,34,0.5526315789473685,0.027763787459078326
2022,21,柏レイソル,5,33,0.5526315789473685,0.02545013850415513
2022,21,セレッソ大阪,6,32,0.5526315789473685,0.023492435542297047
2022,21,ＦＣ東京,7,29,0.5526315789473685,0.027763787459078326
2022,21,サガン鳥栖,8,27,0.5526315789473685,0.033933518005540175
2022,21,浦和レッズ,9,26,0.5526315789473685,0.0381752077562327
2022,21,アビスパ福岡,10,26,0.5526315789473685,0.0381752077562327
2022,21,名古屋グランパス,11,25,0.5526315789473685,0.043628808864265935
2022,21,京都サンガF.C.,12,24,0.5526315789473685,0.05090027700831026
2022,21,湘南ベルマーレ,13,24,0.5526315789473685,0.05090027700831026
2022,21,北海道コンサドーレ札幌,14,24,0.5526315789473685,0.05090027700831026
2022,21,ガンバ大阪,15,21,0.5526315789473685,0.10180055401662053
2022,21,ヴィッセル神戸,16,20,0.5526315789473685,0.1527008310249308
2022,21,清水エスパルス,17,20,0.5526315789473685,0.1527008310249308
2022,21,ジュビロ磐田,18,19,0.5526315789473685,0.3054016620498616
2022,22,横浜Ｆ・マリノス,1,45,0.5789473684210527,0.33518005540166207
2022,22,鹿島アントラーズ,2,40,0.5789473684210527,0.055863342566943676
2022,22,川崎フロンターレ,3,37,0.5789473684210527,0.03724222837796245
2022,22,柏レイソル,4,36,0.5789473684210527,0.03351800554016621
2022,22,セレッソ大阪,5,35,0.5789473684210527,0.030470914127423827
2022,22,サンフレッチェ広島,6,35,0.5789473684210527,0.030470914127423827
2022,22,ＦＣ東京,7,32,0.5789473684210527,0.023941432528690146
2022,22,浦和レッズ,8,29,0.5789473684210527,0.030470914127423827
2022,22,サガン鳥栖,9,28,0.5789473684210527,0.03351800554016621
2022,22,アビスパ福岡,10,27,0.5789473684210527,0.03724222837796245
2022,22,京都サンガF.C.,11,25,0.5789473684210527,0.04788286505738029
2022,22,湘南ベルマーレ,12,25,0.5789473684210527,0.04788286505738029
2022,22,名古屋グランパス,13,25,0.5789473684210527,0.04788286505738029
2022,22,北海道コンサドーレ札幌,14,24,0.5789473684210527,0.055863342566943676
2022,22,ヴィッセル神戸,15,21,0.5789473684210527,0.11172668513388735
2022,22,ガンバ大阪,16,21,0.5789473684210527,0.11172668513388735
2022,22,清水エスパルス,17,20,0.5789473684210527,0.16759002770083103
2022,22,ジュビロ磐田,18,19,0.5789473684210527,0.33518005540166207
2022,23,横浜Ｆ・マリノス,1,48,0.6052631578947368,0.36634349030470914
2022,23,鹿島アントラーズ,2,40,0.6052631578947368,0.04070483225607879
2022,23,柏レイソル,3,39,0.6052631578947368,0.036634349030470914
2022,23,セレッソ大阪,4,38,0.6052631578947368,0.03330395366406447
2022,23,川崎フロンターレ,5,37,0.6052631578947368,0.030528624192059095
2022,23,サンフレッチェ広島,6,35,0.6052631578947368,0.02616739216462208
2022,23,ＦＣ東京,7,35,0.6052631578947368,0.02616739216462208
2022,23,浦和レッズ,8,32,0.6052631578947368,0.030528624192059095
2022,23,サガン鳥栖,9,29,0.6052631578947368,0.04070483225607879
2022,23,アビスパ福岡,10,27,0.6052631578947368,0.05233478432924416
2022,23,京都サンガF.C.,11,26,0.6052631578947368,0.06105724838411819
2022,23,名古屋グランパス,12,26,0.6052631578947368,0.06105724838411819
2022,23,湘南ベルマーレ,13,25,0.6052631578947368,0.07326869806094183
2022,23,北海道コンサドーレ札幌,14,25,0.6052631578947368,0.07326869806094183
2022,23,ガンバ大阪,15,22,0.6052631578947368,0.18317174515235457
2022,23,ジュビロ磐田,16,22,0.6052631578947368,0.18317174515235457
2022,23,ヴィッセル神戸,17,21,0.6052631578947368,0.36634349030470914
2022,23,清水エスパルス,18,21,0.6052631578947368,0.36634349030470914
2022,24,横浜Ｆ・マリノス,1,48,0.631578947368421,0.39889196675900274
2022,24,柏レイソル,2,42,0.631578947368421,0.05698456667985753
2022,24,セレッソ大阪,3,41,0.631578947368421,0.04986149584487534
2022,24,川崎フロンターレ,4,40,0.631578947368421,0.04432132963988919
2022,24,鹿島アントラーズ,5,40,0.631578947368421,0.04432132963988919
2022,24,サンフレッチェ広島,6,38,0.631578947368421,0.03626290606900025
2022,24,ＦＣ東京,7,35,0.631578947368421,0.028492283339928766
2022,24,サガン鳥栖,8,32,0.631578947368421,0.03324099722991689
2022,24,浦和レッズ,9,32,0.631578947368421,0.03324099722991689
2022,24,名古屋グランパス,10,29,0.631578947368421,0.04432132963988919
2022,24,北海道コンサドーレ札幌,11,28,0.631578947368421,0.04986149584487534
2022,24,アビスパ福岡,12,27,0.631578947368421,0.05698456667985753
2022,24,京都サンガF.C.,13,26,0.631578947368421,0.06648199445983378
2022,24,湘南ベルマーレ,14,25,0.631578947368421,0.07977839335180055
2022,24,清水エスパルス,15,24,0.631578947368421,0.09972299168975068
2022,24,ガンバ大阪,16,22,0.631578947368421,0.19944598337950137
2022,24,ジュビロ磐田,17,22,0.631578947368421,0.19944598337950137
2022,24,ヴィッセル神戸,18,21,0.631578947368421,0.39889196675900274
2022,25,横浜Ｆ・マリノス,1,48,0.6578947368421053,0.432825484764543
2022,25,鹿島アントラーズ,2,43,0.6578947368421053,0.0721375807940905
2022,25,柏レイソル,3,42,0.6578947368421053,0.06183221210922043
2022,25,セレッソ大阪,4,41,0.6578947368421053,0.05410318559556788
2022,25,サンフレッチェ広島,5,41,0.6578947368421053,0.05410318559556788
2022,25,川崎フロンターレ,6,40,0.6578947368421053,0.048091720529393665
2022,25,浦和レッズ,7,35,0.6578947368421053,0.030916106054610214
2022,25,ＦＣ東京,8,35,0.6578947368421053,0.030916106054610214
2022,25,サガン鳥栖,9,33,0.6578947368421053,0.03606879039704525
2022,25,名古屋グランパス,10,30,0.6578947368421053,0.048091720529393665
2022,25,北海道コンサドーレ札幌,11,28,0.6578947368421053,0.06183221210922043
2022,25,清水エスパルス,12,27,0.6578947368421053,0.0721375807940905
2022,25,アビスパ福岡,13,27,0.6578947368421053,0.0721375807940905
2022,25,京都サンガF.C.,14,26,0.6578947368421053,0.08656509695290861
2022,25,湘南ベルマーレ,15,25,0.6578947368421053,0.10820637119113576
2022,25,ヴィッセル神戸,16,24,0.6578947368421053,0.144275161588181
2022,25,ガンバ大阪,17,22,0.6578947368421053,0.432825484764543
2022,25,ジュビロ磐田,18,22,0.6578947368421053,0.432825484764543
2022,26,横浜Ｆ・マリノス,1,48,0.6842105263157895,0.46814404432132967
2022,26,サンフレッチェ広島,2,44,0.6842105263157895,0.09362880886426594
2022,26,鹿島アントラーズ,3,44,0.6842105263157895,0.09362880886426594
2022,26,川崎フロンターレ,4,43,0.6842105263157895,0.07802400738688828
2022,26,柏レイソル,5,43,0.6842105263157895,0.07802400738688828
2022,26,セレッソ大阪,6,41,0.6842105263157895,0.05851800554016621
2022,26,サガン鳥栖,7,36,0.6842105263157895,0.036011080332409975
2022,26,浦和レッズ,8,35,0.6842105263157895,0.033438860308666406
2022,26,ＦＣ東京,9,35,0.6842105263157895,0.033438860308666406
2022,26,名古屋グランパス,10,33,0.6842105263157895,0.03901200369344414
2022,26,清水エスパルス,11,28,0.6842105263157895,0.06687772061733281
2022,26,北海道コンサドーレ札幌,12,28,0.6842105263157895,0.06687772061733281
2022,26,アビスパ福岡,13,27,0.6842105263157895,0.07802400738688828
2022,26,京都サンガF.C.,14,26,0.6842105263157895,0.09362880886426594
2022,26,湘南ベルマーレ,15,26,0.6842105263157895,0.09362880886426594
2022,26,ヴィッセル神戸,16,24,0.6842105263157895,0.15604801477377656
2022,26,ガンバ大阪,17,22,0.6842105263157895,0.46814404432132967
2022,26,ジュビロ磐田,18,22,0.6842105263157895,0.46814404432132967
2022,27,横浜Ｆ・マリノス,1,48,0.7105263157894737,0.5048476454293629
2022,27,サンフレッチェ広島,2,47,0.7105263157894737,0.25242382271468145
2022,27,川崎フロンターレ,3,46,0.7105263157894737,0.1682825484764543
2022,27,鹿島アントラーズ,4,44,0.7105263157894737,0.10096952908587259
2022,27,柏レイソル,5,43,0.7105263157894737,0.08414127423822715
2022,27,セレッソ大阪,6,41,0.7105263157894737,0.06310595567867036
2022,27,ＦＣ東京,7,38,0.7105263157894737,0.045895240493578446
2022,27,サガン鳥栖,8,37,0.7105263157894737,0.042070637119113574
2022,27,浦和レッズ,9,35,0.7105263157894737,0.03606054610209735
2022,27,名古屋グランパス,10,33,0.7105263157894737,0.042070637119113574
2022,27,清水エスパルス,11,31,0.7105263157894737,0.050484764542936295
2022,27,アビスパ福岡,12,28,0.7105263157894737,0.0721210922041947
2022,27,北海道コンサドーレ札幌,13,28,0.7105263157894737,0.0721210922041947
2022,27,京都サンガF.C.,14,26,0.7105263157894737,0.10096952908587259
2022,27,湘南ベルマーレ,15,26,0.7105263157894737,0.10096952908587259
2022,27,ガンバ大阪,16,25,0.7105263157894737,0.12621191135734072
2022,27,ヴィッセル神戸,17,24,0.7105263157894737,0.1682825484764543
2022,27,ジュビロ磐田,18,22,0.7105263157894737,0.5048476454293629
2022,28,サンフレッチェ広島,1,50,0.7368421052631579,0.5429362880886426
2022,28,横浜Ｆ・マリノス,2,49,0.7368421052631579,0.2714681440443213
2022,28,川崎フロンターレ,3,49,0.7368421052631579,0.2714681440443213
2022,28,鹿島アントラーズ,4,45,0.7368421052631579,0.09048938134810709
2022,28,柏レイソル,5,44,0.7368421052631579,0.07756232686980608
2022,28,セレッソ大阪,6,41,0.7368421052631579,0.054293628808864264
2022,28,サガン鳥栖,7,40,0.7368421052631579,0.049357844371694784
2022,28,ＦＣ東京,8,39,0.7368421052631579,0.045244690674053546
2022,28,浦和レッズ,9,36,0.7368421052631579,0.03878116343490304
2022,28,名古屋グランパス,10,36,0.7368421052631579,0.03878116343490304
2022,28,清水エスパルス,11,31,0.7368421052631579,0.06032625423207139
2022,28,北海道コンサドーレ札幌,12,31,0.7368421052631579,0.06032625423207139
2022,28,京都サンガF.C.,13,29,0.7368421052631579,0.07756232686980608
2022,28,湘南ベルマーレ,14,29,0.7368421052631579,0.07756232686980608
2022,28,アビスパ福岡,15,28,0.7368421052631579,0.09048938134810709
2022,28,ガンバ大阪,16,28,0.7368421052631579,0.09048938134810709
2022,28,ヴィッセル神戸,17,24,0.7368421052631579,0.2714681440443213
2022,28,ジュビロ磐田,18,23,0.7368421052631579,0.5429362880886426
2022,29,横浜Ｆ・マリノス,1,55,0.7631578947368421,0.582409972299169
2022,29,川崎フロンターレ,2,52,0.7631578947368421,0.14560249307479226
2022,29,サンフレッチェ広島,3,50,0.7631578947368421,0.09706832871652817
2022,29,鹿島アントラーズ,4,46,0.7631578947368421,0.05824099722991691
2022,29,セレッソ大阪,5,44,0.7631578947368421,0.04853416435826408
2022,29,柏レイソル,6,44,0.7631578947368421,0.04853416435826408
2022,29,サガン鳥栖,7,40,0.7631578947368421,0.036400623268698064
2022,29,ＦＣ東京,8,40,0.7631578947368421,0.036400623268698064
2022,29,浦和レッズ,9,39,0.7631578947368421,0.034259410135245236
2022,29,名古屋グランパス,10,37,0.7631578947368421,0.038827331486611265
2022,29,北海道コンサドーレ札幌,11,34,0.7631578947368421,0.04853416435826408
2022,29,清水エスパルス,12,32,0.7631578947368421,0.05824099722991691
2022,29,京都サンガF.C.,13,30,0.7631578947368421,0.07280124653739613
2022,29,湘南ベルマーレ,14,30,0.7631578947368421,0.07280124653739613
2022,29,ガンバ大阪,15,29,0.7631578947368421,0.083201424614167
2022,29,アビスパ福岡,16,28,0.7631578947368421,0.09706832871652817
2022,29,ヴィッセル神戸,17,25,0.7631578947368421,0.19413665743305633
2022,29,ジュビロ磐田,18,23,0.7631578947368421,0.582409972299169
2022,30,横浜Ｆ・マリノス,1,59,0.7894736842105263,0.6232686980609419
2022,30,川崎フロンターレ,2,54,0.7894736842105263,0.10387811634349031
2022,30,サンフレッチェ広島,3,51,0.7894736842105263,0.06925207756232687
2022,30,セレッソ大阪,4,48,0.7894736842105263,0.051939058171745156
2022,30,鹿島アントラーズ,5,47,0.7894736842105263,0.047943746004687836
2022,30,柏レイソル,6,45,0.7894736842105263,0.04155124653739613
2022,30,ＦＣ東京,7,43,0.7894736842105263,0.03666286459182011
2022,30,サガン鳥栖,8,41,0.7894736842105263,0.03462603878116344
2022,30,浦和レッズ,9,40,0.7894736842105263,0.03666286459182011
2022,30,名古屋グランパス,10,39,0.7894736842105263,0.03895429362880887
2022,30,北海道コンサドーレ札幌,11,35,0.7894736842105263,0.051939058171745156
2022,30,清水エスパルス,12,32,0.7894736842105263,0.06925207756232687
2022,30,ヴィッセル神戸,13,31,0.7894736842105263,0.07790858725761773
2022,30,アビスパ福岡,14,31,0.7894736842105263,0.07790858725761773
2022,30,湘南ベルマーレ,15,31,0.7894736842105263,0.07790858725761773
2022,30,京都サンガF.C.,16,30,0.7894736842105263,0.0890383854372774
2022,30,ガンバ大阪,17,29,0.7894736842105263,0.10387811634349031
2022,30,ジュビロ磐田,18,24,0.7894736842105263,0.6232686980609419
2022,31,横浜Ｆ・マリノス,1,62,0.8157894736842105,0.6655124653739611
2022,31,川崎フロンターレ,2,54,0.8157894736842105,0.07394582948599568
2022,31,サンフレッチェ広島,3,54,0.8157894736842105,0.07394582948599568
2022,31,セレッソ大阪,4,49,0.8157894736842105,0.04753660466956865
2022,31,鹿島アントラーズ,5,47,0.8157894736842105,0.04159452908587257
2022,31,ＦＣ東京,6,46,0.8157894736842105,0.039147792080821246
2022,31,柏レイソル,7,46,0.8157894736842105,0.039147792080821246
2022,31,サガン鳥栖,8,41,0.8157894736842105,0.03697291474299784
2022,31,浦和レッズ,9,40,0.8157894736842105,0.039147792080821246
2022,31,名古屋グランパス,10,39,0.8157894736842105,0.04159452908587257
2022,31,北海道コンサドーレ札幌,11,38,0.8157894736842105,0.04436749769159741
2022,31,ヴィッセル神戸,12,34,0.8157894736842105,0.06050113321581465
2022,31,京都サンガF.C.,13,33,0.8157894736842105,0.06655124653739612
2022,31,清水エスパルス,14,32,0.8157894736842105,0.07394582948599568
2022,31,湘南ベルマーレ,15,32,0.8157894736842105,0.07394582948599568
2022,31,アビスパ福岡,16,31,0.8157894736842105,0.08318905817174514
2022,31,ガンバ大阪,17,30,0.8157894736842105,0.0950732093391373
2022,31,ジュビロ磐田,18,24,0.8157894736842105,0.6655124653739611
2022,32,横浜Ｆ・マリノス,1,62,0.8421052631578947,0.709141274238227
2022,32,川崎フロンターレ,2,57,0.8421052631578947,0.11819021237303784
2022,32,サンフレッチェ広島,3,54,0.8421052631578947,0.07879347491535856
2022,32,セレッソ大阪,4,50,0.8421052631578947,0.05454932878755593
2022,32,鹿島アントラーズ,5,48,0.8421052631578947,0.04727608494921513
2022,32,柏レイソル,6,47,0.8421052631578947,0.04432132963988919
2022,32,ＦＣ東京,7,46,0.8421052631578947,0.04171419260224865
2022,32,浦和レッズ,8,43,0.8421052631578947,0.037323224959906684
2022,32,サガン鳥栖,9,41,0.8421052631578947,0.04171419260224865
2022,32,名古屋グランパス,10,40,0.8421052631578947,0.04432132963988919
2022,32,北海道コンサドーレ札幌,11,38,0.8421052631578947,0.050652948159873354
2022,32,ヴィッセル神戸,12,37,0.8421052631578947,0.05454932878755593
2022,32,湘南ベルマーレ,13,35,0.8421052631578947,0.06446738856711155
